type,start_date,end_date,duration_blocks,basin
Dry,2022-04-01,2022-04-01,1,Amazon Basin
Wet,2022-05-01,2022-05-01,1,Amazon Basin
Dry,2022-06-01,2022-10-01,5,Amazon Basin
Wet,2022-11-01,2022-11-01,1,Amazon Basin
Dry,2022-12-01,2023-01-01,2,Amazon Basin
Wet,2023-02-01,2023-03-01,2,Amazon Basin
Dry,2023-04-01,2023-04-01,1,Amazon Basin
Wet,2023-05-01,2023-09-01,5,Amazon Basin
Dry,2023-10-01,2023-10-01,1,Amazon Basin
Wet,2023-11-01,2024-04-01,6,Amazon Basin
Dry,2024-05-01,2024-05-01,1,Amazon Basin
Wet,2024-06-01,2024-07-01,2,Amazon Basin
Dry,2024-08-01,2024-09-01,2,Amazon Basin
Wet,2024-10-01,2024-10-01,1,Amazon Basin
Dry,2024-11-01,2024-11-01,1,Amazon Basin
Wet,2024-12-01,2024-12-01,1,Amazon Basin
Dry,2002-01-01,2002-10-01,10,California
Wet,2002-11-01,2003-03-01,5,California
Dry,2003-04-01,2003-04-01,1,California
Wet,2003-05-01,2003-06-01,2,California
Dry,2003-07-01,2003-07-01,1,California
Wet,2003-08-01,2003-09-01,2,California
Dry,2003-10-01,2003-10-01,1,California
Wet,2003-11-01,2004-04-01,6,California
Dry,2004-05-01,2004-05-01,1,California
Wet,2004-06-01,2005-11-01,18,California
Dry,2005-12-01,2006-02-01,3,California
Wet,2006-03-01,2006-09-01,7,California
Dry,2006-10-01,2006-10-01,1,California
Wet,2006-11-01,2006-11-01,1,California
Dry,2006-12-01,2007-06-01,7,California
Wet,2007-07-01,2007-09-01,3,California
Dry,2007-10-01,2008-01-01,4,California
Wet,2008-02-01,2008-02-01,1,California
Dry,2008-03-01,2008-03-01,1,California
Wet,2008-04-01,2008-04-01,1,California
Dry,2008-05-01,2008-06-01,2,California
Wet,2008-07-01,2008-07-01,1,California
Dry,2008-08-01,2008-09-01,2,California
Wet,2008-10-01,2008-10-01,1,California
Dry,2008-11-01,2008-11-01,1,California
Wet,2008-12-01,2008-12-01,1,California
Dry,2009-01-01,2009-01-01,1,California
Wet,2009-02-01,2009-02-01,1,California
Dry,2009-03-01,2009-05-01,3,California
Wet,2009-06-01,2009-06-01,1,California
Dry,2009-07-01,2009-09-01,3,California
Wet,2009-10-01,2009-10-01,1,California
Dry,2009-11-01,2009-11-01,1,California
Wet,2009-12-01,2010-02-01,3,California
Dry,2010-03-01,2010-04-01,2,California
Wet,2010-05-01,2011-01-01,9,California
Dry,2011-02-01,2011-02-01,1,California
Wet,2011-03-01,2011-03-01,1,California
Dry,2011-04-01,2011-04-01,1,California
Wet,2011-05-01,2011-11-01,7,California
Dry,2011-12-01,2012-03-01,4,California
Wet,2012-04-01,2012-04-01,1,California
Dry,2012-05-01,2012-05-01,1,California
Wet,2012-06-01,2012-07-01,2,California
Dry,2012-08-01,2012-09-01,2,California
Wet,2012-10-01,2012-10-01,1,California
Dry,2012-11-01,2012-11-01,1,California
Wet,2012-12-01,2012-12-01,1,California
Dry,2013-01-01,2013-06-01,6,California
Wet,2013-07-01,2013-09-01,3,California
Dry,2013-10-01,2013-10-01,1,California
Wet,2013-11-01,2013-11-01,1,California
Dry,2013-12-01,2014-07-01,8,California
Wet,2014-08-01,2014-08-01,1,California
Dry,2014-09-01,2014-10-01,2,California
Wet,2014-11-01,2015-02-01,4,California
Dry,2015-03-01,2015-04-01,2,California
Wet,2015-05-01,2015-05-01,1,California
Dry,2015-06-01,2015-06-01,1,California
Wet,2015-07-01,2015-07-01,1,California
Dry,2015-08-01,2015-10-01,3,California
Wet,2015-11-01,2015-11-01,1,California
Dry,2015-12-01,2015-12-01,1,California
Wet,2016-01-01,2016-01-01,1,California
Dry,2016-02-01,2016-02-01,1,California
Wet,2016-03-01,2016-04-01,2,California
Dry,2016-05-01,2016-09-01,5,California
Wet,2016-10-01,2016-10-01,1,California
Dry,2016-11-01,2016-11-01,1,California
Wet,2016-12-01,2017-03-01,4,California
Dry,2017-04-01,2017-04-01,1,California
Wet,2017-05-01,2017-06-01,2,California
Dry,2017-07-01,2017-08-01,2,California
Wet,2017-09-01,2017-09-01,1,California
Dry,2017-10-01,2017-10-01,1,California
Wet,2017-11-01,2017-11-01,1,California
Dry,2017-12-01,2018-04-01,5,California
Wet,2018-05-01,2018-06-01,2,California
Dry,2018-07-01,2018-11-01,5,California
Wet,2018-12-01,2019-07-01,8,California
Dry,2019-08-01,2019-08-01,1,California
Wet,2019-09-01,2019-09-01,1,California
Dry,2019-10-01,2019-10-01,1,California
Wet,2019-11-01,2020-01-01,3,California
Dry,2020-02-01,2020-02-01,1,California
Wet,2020-03-01,2020-04-01,2,California
Dry,2020-05-01,2020-05-01,1,California
Wet,2020-06-01,2020-06-01,1,California
Dry,2020-07-01,2021-09-01,15,California
Wet,2021-10-01,2022-01-01,4,California
Dry,2022-02-01,2022-10-01,9,California
Wet,2022-11-01,2023-09-01,11,California
Dry,2023-10-01,2023-10-01,1,California
Wet,2023-11-01,2024-04-01,6,California
Dry,2024-05-01,2024-09-01,5,California
Wet,2024-10-01,2024-10-01,1,California
Dry,2024-11-01,2024-12-01,2,California
Dry,2002-01-01,2002-08-01,8,Colorado
Wet,2002-09-01,2002-09-01,1,Colorado
Dry,2002-10-01,2002-10-01,1,Colorado
Wet,2002-11-01,2002-12-01,2,Colorado
Dry,2003-01-01,2003-01-01,1,Colorado
Wet,2003-02-01,2003-03-01,2,Colorado
Dry,2003-04-01,2003-10-01,7,Colorado
Wet,2003-11-01,2003-11-01,1,Colorado
Dry,2003-12-01,2003-12-01,1,Colorado
Wet,2004-01-01,2004-02-01,2,Colorado
Dry,2004-03-01,2004-03-01,1,Colorado
Wet,2004-04-01,2004-04-01,1,Colorado
Dry,2004-05-01,2004-09-01,5,Colorado
Wet,2004-10-01,2005-06-01,9,Colorado
Dry,2005-07-01,2005-07-01,1,Colorado
Wet,2005-08-01,2005-08-01,1,Colorado
Dry,2005-09-01,2006-02-01,6,Colorado
Wet,2006-03-01,2006-03-01,1,Colorado
Dry,2006-04-01,2006-08-01,5,Colorado
Wet,2006-09-01,2007-01-01,5,Colorado
Dry,2007-02-01,2007-12-01,11,Colorado
Wet,2008-01-01,2008-02-01,2,Colorado
Dry,2008-03-01,2008-03-01,1,Colorado
Wet,2008-04-01,2008-04-01,1,Colorado
Dry,2008-05-01,2008-06-01,2,Colorado
Wet,2008-07-01,2008-07-01,1,Colorado
Dry,2008-08-01,2008-11-01,4,Colorado
Wet,2008-12-01,2008-12-01,1,Colorado
Dry,2009-01-01,2009-04-01,4,Colorado
Wet,2009-05-01,2009-06-01,2,Colorado
Dry,2009-07-01,2009-12-01,6,Colorado
Wet,2010-01-01,2010-08-01,8,Colorado
Dry,2010-09-01,2010-09-01,1,Colorado
Wet,2010-10-01,2010-11-01,2,Colorado
Dry,2010-12-01,2011-03-01,4,Colorado
Wet,2011-04-01,2011-05-01,2,Colorado
Dry,2011-06-01,2011-06-01,1,Colorado
Wet,2011-07-01,2011-07-01,1,Colorado
Dry,2011-08-01,2011-08-01,1,Colorado
Wet,2011-09-01,2011-09-01,1,Colorado
Dry,2011-10-01,2011-10-01,1,Colorado
Wet,2011-11-01,2011-12-01,2,Colorado
Dry,2012-01-01,2012-01-01,1,Colorado
Wet,2012-02-01,2012-02-01,1,Colorado
Dry,2012-03-01,2012-11-01,9,Colorado
Wet,2012-12-01,2012-12-01,1,Colorado
Dry,2013-01-01,2013-06-01,6,Colorado
Wet,2013-07-01,2013-12-01,6,Colorado
Dry,2014-01-01,2014-06-01,6,Colorado
Wet,2014-07-01,2014-09-01,3,Colorado
Dry,2014-10-01,2014-10-01,1,Colorado
Wet,2014-11-01,2015-01-01,3,Colorado
Dry,2015-02-01,2015-04-01,3,Colorado
Wet,2015-05-01,2016-01-01,9,Colorado
Dry,2016-02-01,2016-03-01,2,Colorado
Wet,2016-04-01,2016-04-01,1,Colorado
Dry,2016-05-01,2016-05-01,1,Colorado
Wet,2016-06-01,2016-10-01,5,Colorado
Dry,2016-11-01,2016-11-01,1,Colorado
Wet,2016-12-01,2017-03-01,4,Colorado
Dry,2017-04-01,2017-04-01,1,Colorado
Wet,2017-05-01,2017-09-01,5,Colorado
Dry,2017-10-01,2018-09-01,12,Colorado
Wet,2018-10-01,2019-09-01,12,Colorado
Dry,2019-10-01,2019-10-01,1,Colorado
Wet,2019-11-01,2020-04-01,6,Colorado
Dry,2020-05-01,2020-05-01,1,Colorado
Wet,2020-06-01,2020-06-01,1,Colorado
Dry,2020-07-01,2021-06-01,12,Colorado
Wet,2021-07-01,2021-10-01,4,Colorado
Dry,2021-11-01,2021-11-01,1,Colorado
Wet,2021-12-01,2021-12-01,1,Colorado
Dry,2022-01-01,2022-05-01,5,Colorado
Wet,2022-06-01,2023-06-01,13,Colorado
Dry,2023-07-01,2023-07-01,1,Colorado
Wet,2023-08-01,2023-09-01,2,Colorado
Dry,2023-10-01,2023-10-01,1,Colorado
Wet,2023-11-01,2023-11-01,1,Colorado
Dry,2023-12-01,2023-12-01,1,Colorado
Wet,2024-01-01,2024-04-01,4,Colorado
Dry,2024-05-01,2024-05-01,1,Colorado
Wet,2024-06-01,2024-06-01,1,Colorado
Dry,2024-07-01,2024-07-01,1,Colorado
Wet,2024-08-01,2024-08-01,1,Colorado
Dry,2024-09-01,2024-09-01,1,Colorado
Wet,2024-10-01,2024-10-01,1,Colorado
Dry,2024-11-01,2024-12-01,2,Colorado
Dry,2002-01-01,2002-10-01,10,Congo
Wet,2002-11-01,2002-11-01,1,Congo
Dry,2002-12-01,2003-04-01,5,Congo
Wet,2003-05-01,2003-05-01,1,Congo
Dry,2003-06-01,2003-10-01,5,Congo
Wet,2003-11-01,2003-11-01,1,Congo
Dry,2003-12-01,2004-03-01,4,Congo
Wet,2004-04-01,2004-04-01,1,Congo
Dry,2004-05-01,2004-09-01,5,Congo
Wet,2004-10-01,2004-10-01,1,Congo
Dry,2004-11-01,2005-04-01,6,Congo
Wet,2005-05-01,2005-05-01,1,Congo
Dry,2005-06-01,2005-07-01,2,Congo
Wet,2005-08-01,2005-08-01,1,Congo
Dry,2005-09-01,2005-10-01,2,Congo
Wet,2005-11-01,2005-11-01,1,Congo
Dry,2005-12-01,2006-04-01,5,Congo
Wet,2006-05-01,2006-05-01,1,Congo
Dry,2006-06-01,2006-10-01,5,Congo
Wet,2006-11-01,2006-11-01,1,Congo
Dry,2006-12-01,2007-04-01,5,Congo
Wet,2007-05-01,2007-05-01,1,Congo
Dry,2007-06-01,2007-07-01,2,Congo
Wet,2007-08-01,2007-09-01,2,Congo
Dry,2007-10-01,2007-10-01,1,Congo
Wet,2007-11-01,2007-11-01,1,Congo
Dry,2007-12-01,2008-03-01,4,Congo
Wet,2008-04-01,2008-04-01,1,Congo
Dry,2008-05-01,2008-09-01,5,Congo
Wet,2008-10-01,2008-10-01,1,Congo
Dry,2008-11-01,2009-01-01,3,Congo
Wet,2009-02-01,2009-02-01,1,Congo
Dry,2009-03-01,2009-04-01,2,Congo
Wet,2009-05-01,2009-05-01,1,Congo
Dry,2009-06-01,2009-06-01,1,Congo
Wet,2009-07-01,2009-07-01,1,Congo
Dry,2009-08-01,2009-10-01,3,Congo
Wet,2009-11-01,2009-11-01,1,Congo
Dry,2009-12-01,2009-12-01,1,Congo
Wet,2010-01-01,2010-03-01,3,Congo
Dry,2010-04-01,2010-04-01,1,Congo
Wet,2010-05-01,2010-07-01,3,Congo
Dry,2010-08-01,2010-08-01,1,Congo
Wet,2010-09-01,2010-09-01,1,Congo
Dry,2010-10-01,2010-10-01,1,Congo
Wet,2010-11-01,2010-12-01,2,Congo
Dry,2011-01-01,2011-01-01,1,Congo
Wet,2011-02-01,2011-02-01,1,Congo
Dry,2011-03-01,2011-04-01,2,Congo
Wet,2011-05-01,2011-05-01,1,Congo
Dry,2011-06-01,2011-06-01,1,Congo
Wet,2011-07-01,2011-07-01,1,Congo
Dry,2011-08-01,2011-10-01,3,Congo
Wet,2011-11-01,2011-11-01,1,Congo
Dry,2011-12-01,2012-03-01,4,Congo
Wet,2012-04-01,2012-04-01,1,Congo
Dry,2012-05-01,2012-06-01,2,Congo
Wet,2012-07-01,2012-10-01,4,Congo
Dry,2012-11-01,2012-11-01,1,Congo
Wet,2012-12-01,2013-03-01,4,Congo
Dry,2013-04-01,2013-04-01,1,Congo
Wet,2013-05-01,2013-05-01,1,Congo
Dry,2013-06-01,2013-08-01,3,Congo
Wet,2013-09-01,2013-09-01,1,Congo
Dry,2013-10-01,2013-10-01,1,Congo
Wet,2013-11-01,2013-12-01,2,Congo
Dry,2014-01-01,2014-01-01,1,Congo
Wet,2014-02-01,2014-03-01,2,Congo
Dry,2014-04-01,2014-04-01,1,Congo
Wet,2014-05-01,2014-09-01,5,Congo
Dry,2014-10-01,2014-10-01,1,Congo
Wet,2014-11-01,2015-01-01,3,Congo
Dry,2015-02-01,2015-04-01,3,Congo
Wet,2015-05-01,2015-09-01,5,Congo
Dry,2015-10-01,2015-10-01,1,Congo
Wet,2015-11-01,2016-01-01,3,Congo
Dry,2016-02-01,2016-02-01,1,Congo
Wet,2016-03-01,2016-04-01,2,Congo
Dry,2016-05-01,2016-05-01,1,Congo
Wet,2016-06-01,2016-06-01,1,Congo
Dry,2016-07-01,2016-07-01,1,Congo
Wet,2016-08-01,2016-10-01,3,Congo
Dry,2016-11-01,2016-11-01,1,Congo
Wet,2016-12-01,2017-03-01,4,Congo
Dry,2017-04-01,2017-04-01,1,Congo
Wet,2017-05-01,2017-09-01,5,Congo
Dry,2017-10-01,2017-10-01,1,Congo
Wet,2017-11-01,2017-11-01,1,Congo
Dry,2017-12-01,2017-12-01,1,Congo
Wet,2018-01-01,2018-03-01,3,Congo
Dry,2018-04-01,2018-04-01,1,Congo
Wet,2018-05-01,2018-09-01,5,Congo
Dry,2018-10-01,2018-10-01,1,Congo
Wet,2018-11-01,2019-03-01,5,Congo
Dry,2019-04-01,2019-04-01,1,Congo
Wet,2019-05-01,2019-09-01,5,Congo
Dry,2019-10-01,2019-10-01,1,Congo
Wet,2019-11-01,2020-04-01,6,Congo
Dry,2020-05-01,2020-05-01,1,Congo
Wet,2020-06-01,2020-10-01,5,Congo
Dry,2020-11-01,2020-11-01,1,Congo
Wet,2020-12-01,2021-03-01,4,Congo
Dry,2021-04-01,2021-04-01,1,Congo
Wet,2021-05-01,2021-09-01,5,Congo
Dry,2021-10-01,2021-10-01,1,Congo
Wet,2021-11-01,2022-01-01,3,Congo
Dry,2022-02-01,2022-04-01,3,Congo
Wet,2022-05-01,2022-07-01,3,Congo
Dry,2022-08-01,2022-08-01,1,Congo
Wet,2022-09-01,2022-09-01,1,Congo
Dry,2022-10-01,2022-10-01,1,Congo
Wet,2022-11-01,2023-02-01,4,Congo
Dry,2023-03-01,2023-04-01,2,Congo
Wet,2023-05-01,2023-09-01,5,Congo
Dry,2023-10-01,2023-10-01,1,Congo
Wet,2023-11-01,2024-01-01,3,Congo
Dry,2024-02-01,2024-02-01,1,Congo
Wet,2024-03-01,2024-04-01,2,Congo
Dry,2024-05-01,2024-09-01,5,Congo
Wet,2024-10-01,2024-10-01,1,Congo
Dry,2024-11-01,2024-11-01,1,Congo
Wet,2024-12-01,2024-12-01,1,Congo
Wet,2002-01-01,2002-02-01,2,Danube
Dry,2002-03-01,2002-04-01,2,Danube
Wet,2002-05-01,2002-05-01,1,Danube
Dry,2002-06-01,2002-07-01,2,Danube
Wet,2002-08-01,2002-08-01,1,Danube
Dry,2002-09-01,2002-10-01,2,Danube
Wet,2002-11-01,2002-11-01,1,Danube
Dry,2002-12-01,2003-02-01,3,Danube
Wet,2003-03-01,2003-03-01,1,Danube
Dry,2003-04-01,2003-04-01,1,Danube
Wet,2003-05-01,2003-06-01,2,Danube
Dry,2003-07-01,2003-10-01,4,Danube
Wet,2003-11-01,2003-12-01,2,Danube
Dry,2004-01-01,2004-01-01,1,Danube
Wet,2004-02-01,2004-04-01,3,Danube
Dry,2004-05-01,2004-07-01,3,Danube
Wet,2004-08-01,2004-10-01,3,Danube
Dry,2004-11-01,2004-11-01,1,Danube
Wet,2004-12-01,2005-01-01,2,Danube
Dry,2005-02-01,2005-02-01,1,Danube
Wet,2005-03-01,2005-03-01,1,Danube
Dry,2005-04-01,2005-04-01,1,Danube
Wet,2005-05-01,2005-05-01,1,Danube
Dry,2005-06-01,2005-06-01,1,Danube
Wet,2005-07-01,2005-09-01,3,Danube
Dry,2005-10-01,2005-10-01,1,Danube
Wet,2005-11-01,2005-11-01,1,Danube
Dry,2005-12-01,2006-02-01,3,Danube
Wet,2006-03-01,2006-03-01,1,Danube
Dry,2006-04-01,2006-04-01,1,Danube
Wet,2006-05-01,2006-05-01,1,Danube
Dry,2006-06-01,2006-06-01,1,Danube
Wet,2006-07-01,2006-09-01,3,Danube
Dry,2006-10-01,2006-10-01,1,Danube
Wet,2006-11-01,2007-02-01,4,Danube
Dry,2007-03-01,2007-04-01,2,Danube
Wet,2007-05-01,2007-05-01,1,Danube
Dry,2007-06-01,2007-08-01,3,Danube
Wet,2007-09-01,2007-09-01,1,Danube
Dry,2007-10-01,2007-10-01,1,Danube
Wet,2007-11-01,2007-11-01,1,Danube
Dry,2007-12-01,2007-12-01,1,Danube
Wet,2008-01-01,2008-04-01,4,Danube
Dry,2008-05-01,2008-05-01,1,Danube
Wet,2008-06-01,2008-06-01,1,Danube
Dry,2008-07-01,2008-07-01,1,Danube
Wet,2008-08-01,2008-08-01,1,Danube
Dry,2008-09-01,2008-09-01,1,Danube
Wet,2008-10-01,2008-10-01,1,Danube
Dry,2008-11-01,2008-11-01,1,Danube
Wet,2008-12-01,2008-12-01,1,Danube
Dry,2009-01-01,2009-02-01,2,Danube
Wet,2009-03-01,2009-03-01,1,Danube
Dry,2009-04-01,2009-04-01,1,Danube
Wet,2009-05-01,2009-05-01,1,Danube
Dry,2009-06-01,2009-06-01,1,Danube
Wet,2009-07-01,2009-07-01,1,Danube
Dry,2009-08-01,2009-10-01,3,Danube
Wet,2009-11-01,2009-11-01,1,Danube
Dry,2009-12-01,2010-02-01,3,Danube
Wet,2010-03-01,2010-03-01,1,Danube
Dry,2010-04-01,2010-04-01,1,Danube
Wet,2010-05-01,2010-09-01,5,Danube
Dry,2010-10-01,2010-10-01,1,Danube
Wet,2010-11-01,2010-11-01,1,Danube
Dry,2010-12-01,2011-02-01,3,Danube
Wet,2011-03-01,2011-03-01,1,Danube
Dry,2011-04-01,2011-04-01,1,Danube
Wet,2011-05-01,2011-05-01,1,Danube
Dry,2011-06-01,2011-06-01,1,Danube
Wet,2011-07-01,2011-09-01,3,Danube
Dry,2011-10-01,2011-10-01,1,Danube
Wet,2011-11-01,2012-01-01,3,Danube
Dry,2012-02-01,2012-03-01,2,Danube
Wet,2012-04-01,2012-04-01,1,Danube
Dry,2012-05-01,2012-05-01,1,Danube
Wet,2012-06-01,2012-06-01,1,Danube
Dry,2012-07-01,2012-09-01,3,Danube
Wet,2012-10-01,2012-10-01,1,Danube
Dry,2012-11-01,2013-02-01,4,Danube
Wet,2013-03-01,2013-07-01,5,Danube
Dry,2013-08-01,2013-09-01,2,Danube
Wet,2013-10-01,2014-02-01,5,Danube
Dry,2014-03-01,2014-04-01,2,Danube
Wet,2014-05-01,2014-05-01,1,Danube
Dry,2014-06-01,2014-06-01,1,Danube
Wet,2014-07-01,2014-11-01,5,Danube
Dry,2014-12-01,2015-01-01,2,Danube
Wet,2015-02-01,2015-02-01,1,Danube
Dry,2015-03-01,2015-04-01,2,Danube
Wet,2015-05-01,2015-07-01,3,Danube
Dry,2015-08-01,2015-08-01,1,Danube
Wet,2015-09-01,2015-09-01,1,Danube
Dry,2015-10-01,2015-10-01,1,Danube
Wet,2015-11-01,2015-12-01,2,Danube
Dry,2016-01-01,2016-01-01,1,Danube
Wet,2016-02-01,2016-04-01,3,Danube
Dry,2016-05-01,2016-05-01,1,Danube
Wet,2016-06-01,2016-10-01,5,Danube
Dry,2016-11-01,2016-11-01,1,Danube
Wet,2016-12-01,2016-12-01,1,Danube
Dry,2017-01-01,2017-01-01,1,Danube
Wet,2017-02-01,2017-03-01,2,Danube
Dry,2017-04-01,2017-04-01,1,Danube
Wet,2017-05-01,2017-07-01,3,Danube
Dry,2017-08-01,2017-10-01,3,Danube
Wet,2017-11-01,2018-01-01,3,Danube
Dry,2018-02-01,2018-02-01,1,Danube
Wet,2018-03-01,2018-05-01,3,Danube
Dry,2018-06-01,2018-06-01,1,Danube
Wet,2018-07-01,2018-09-01,3,Danube
Dry,2018-10-01,2018-10-01,1,Danube
Wet,2018-11-01,2018-11-01,1,Danube
Dry,2018-12-01,2019-01-01,2,Danube
Wet,2019-02-01,2019-02-01,1,Danube
Dry,2019-03-01,2019-05-01,3,Danube
Wet,2019-06-01,2019-08-01,3,Danube
Dry,2019-09-01,2019-10-01,2,Danube
Wet,2019-11-01,2020-02-01,4,Danube
Dry,2020-03-01,2020-03-01,1,Danube
Wet,2020-04-01,2020-04-01,1,Danube
Dry,2020-05-01,2020-06-01,2,Danube
Wet,2020-07-01,2020-10-01,4,Danube
Dry,2020-11-01,2021-01-01,3,Danube
Wet,2021-02-01,2021-02-01,1,Danube
Dry,2021-03-01,2021-05-01,3,Danube
Wet,2021-06-01,2021-09-01,4,Danube
