type,start_date,end_date,duration_blocks,basin
Dry,2011-10-01,2013-01-01,6,Ganges / Brahmaputra Basin
Wet,2013-04-01,2013-04-01,1,Ganges / Brahmaputra Basin
Dry,2013-07-01,2013-07-01,1,Ganges / Brahmaputra Basin
Wet,2013-10-01,2014-01-01,2,Ganges / Brahmaputra Basin
Dry,2014-04-01,2014-10-01,3,Ganges / Brahmaputra Basin
Wet,2015-01-01,2015-01-01,1,Ganges / Brahmaputra Basin
Dry,2015-04-01,2016-04-01,5,Ganges / Brahmaputra Basin
Wet,2016-07-01,2016-07-01,1,Ganges / Brahmaputra Basin
Dry,2016-10-01,2016-10-01,1,Ganges / Brahmaputra Basin
Wet,2017-01-01,2017-10-01,4,Ganges / Brahmaputra Basin
Dry,2018-01-01,2018-01-01,1,Ganges / Brahmaputra Basin
Wet,2018-04-01,2018-07-01,2,Ganges / Brahmaputra Basin
Dry,2018-10-01,2018-10-01,1,Ganges / Brahmaputra Basin
Wet,2019-01-01,2024-01-01,21,Ganges / Brahmaputra Basin
Dry,2024-04-01,2024-04-01,1,Ganges / Brahmaputra Basin
Wet,2024-07-01,2024-10-01,2,Ganges / Brahmaputra Basin
Dry,2002-01-01,2002-07-01,3,Mekong Basin
Wet,2002-10-01,2003-07-01,4,Mekong Basin
Dry,2003-10-01,2005-04-01,7,Mekong Basin
Wet,2005-07-01,2006-10-01,6,Mekong Basin
Dry,2007-01-01,2008-01-01,5,Mekong Basin
Wet,2008-04-01,2008-04-01,1,Mekong Basin
Dry,2008-07-01,2009-01-01,3,Mekong Basin
Wet,2009-04-01,2009-07-01,2,Mekong Basin
Dry,2009-10-01,2011-01-01,6,Mekong Basin
Wet,2011-04-01,2011-04-01,1,Mekong Basin
Dry,2011-07-01,2012-04-01,4,Mekong Basin
Wet,2012-07-01,2013-04-01,4,Mekong Basin
Dry,2013-07-01,2013-10-01,2,Mekong Basin
Wet,2014-01-01,2014-01-01,1,Mekong Basin
Dry,2014-04-01,2014-07-01,2,Mekong Basin
Wet,2014-10-01,2014-10-01,1,Mekong Basin
Dry,2015-01-01,2015-07-01,3,Mekong Basin
Wet,2015-10-01,2015-10-01,1,Mekong Basin
Dry,2016-01-01,2016-04-01,2,Mekong Basin
Wet,2016-07-01,2017-04-01,4,Mekong Basin
Dry,2017-07-01,2017-07-01,1,Mekong Basin
Wet,2017-10-01,2018-07-01,4,Mekong Basin
Dry,2018-10-01,2018-10-01,1,Mekong Basin
Wet,2019-01-01,2019-07-01,3,Mekong Basin
Dry,2019-10-01,2020-07-01,4,Mekong Basin
Wet,2020-10-01,2020-10-01,1,Mekong Basin
Dry,2021-01-01,2021-01-01,1,Mekong Basin
Wet,2021-04-01,2021-07-01,2,Mekong Basin
Dry,2021-10-01,2021-10-01,1,Mekong Basin
Wet,2022-01-01,2022-04-01,2,Mekong Basin
Dry,2022-07-01,2022-10-01,2,Mekong Basin
Wet,2023-01-01,2023-01-01,1,Mekong Basin
Dry,2023-04-01,2023-04-01,1,Mekong Basin
Wet,2023-07-01,2024-01-01,3,Mekong Basin
Dry,2024-04-01,2024-07-01,2,Mekong Basin
Wet,2024-10-01,2024-10-01,1,Mekong Basin
Wet,2002-01-01,2002-01-01,1,Mississippi / Missouri
Dry,2002-04-01,2002-07-01,2,Mississippi / Missouri
Wet,2002-10-01,2003-01-01,2,Mississippi / Missouri
Dry,2003-04-01,2004-07-01,6,Mississippi / Missouri
Wet,2004-10-01,2005-01-01,2,Mississippi / Missouri
Dry,2005-04-01,2006-07-01,6,Mississippi / Missouri
Wet,2006-10-01,2007-04-01,3,Mississippi / Missouri
Dry,2007-07-01,2009-04-01,8,Mississippi / Missouri
Wet,2009-07-01,2009-10-01,2,Mississippi / Missouri
Dry,2010-01-01,2010-01-01,1,Mississippi / Missouri
Wet,2010-04-01,2010-07-01,2,Mississippi / Missouri
Dry,2010-10-01,2011-10-01,5,Mississippi / Missouri
Wet,2012-01-01,2012-01-01,1,Mississippi / Missouri
Dry,2012-04-01,2013-04-01,5,Mississippi / Missouri
Wet,2013-07-01,2013-07-01,1,Mississippi / Missouri
Dry,2013-10-01,2014-04-01,3,Mississippi / Missouri
Wet,2014-07-01,2014-07-01,1,Mississippi / Missouri
Dry,2014-10-01,2015-01-01,2,Mississippi / Missouri
Wet,2015-04-01,2015-07-01,2,Mississippi / Missouri
Dry,2015-10-01,2015-10-01,1,Mississippi / Missouri
Wet,2016-01-01,2017-10-01,8,Mississippi / Missouri
Dry,2018-01-01,2018-01-01,1,Mississippi / Missouri
Wet,2018-04-01,2018-10-01,3,Mississippi / Missouri
Dry,2019-01-01,2019-01-01,1,Mississippi / Missouri
Wet,2019-04-01,2020-10-01,7,Mississippi / Missouri
Dry,2021-01-01,2021-01-01,1,Mississippi / Missouri
Wet,2021-04-01,2021-10-01,3,Mississippi / Missouri
Dry,2022-01-01,2022-04-01,2,Mississippi / Missouri
Wet,2022-07-01,2022-07-01,1,Mississippi / Missouri
Dry,2022-10-01,2022-10-01,1,Mississippi / Missouri
Wet,2023-01-01,2024-10-01,8,Mississippi / Missouri
Dry,2002-01-01,2005-04-01,14,Murray Darling
Wet,2005-07-01,2005-10-01,2,Murray Darling
Dry,2006-01-01,2007-10-01,8,Murray Darling
Wet,2008-01-01,2008-01-01,1,Murray Darling
Dry,2008-04-01,2009-10-01,7,Murray Darling
Wet,2010-01-01,2011-04-01,6,Murray Darling
Dry,2011-07-01,2011-07-01,1,Murray Darling
Wet,2011-10-01,2012-04-01,3,Murray Darling
Dry,2012-07-01,2013-04-01,4,Murray Darling
Wet,2013-07-01,2013-07-01,1,Murray Darling
Dry,2013-10-01,2014-01-01,2,Murray Darling
Wet,2014-04-01,2014-04-01,1,Murray Darling
Dry,2014-07-01,2015-01-01,3,Murray Darling
Wet,2015-04-01,2015-07-01,2,Murray Darling
Dry,2015-10-01,2016-04-01,3,Murray Darling
Wet,2016-07-01,2016-10-01,2,Murray Darling
Dry,2017-01-01,2017-01-01,1,Murray Darling
Wet,2017-04-01,2017-04-01,1,Murray Darling
Dry,2017-07-01,2017-07-01,1,Murray Darling
Wet,2017-10-01,2017-10-01,1,Murray Darling
Dry,2018-01-01,2020-01-01,9,Murray Darling
Wet,2020-04-01,2023-01-01,12,Murray Darling
Dry,2023-04-01,2023-10-01,3,Murray Darling
Wet,2024-01-01,2024-10-01,4,Murray Darling
Dry,2002-01-01,2003-04-01,6,Nile
Wet,2003-07-01,2003-07-01,1,Nile
Dry,2003-10-01,2006-10-01,13,Nile
Wet,2007-01-01,2007-01-01,1,Nile
Dry,2007-04-01,2007-04-01,1,Nile
Wet,2007-07-01,2007-07-01,1,Nile
Dry,2007-10-01,2009-10-01,9,Nile
Wet,2010-01-01,2010-01-01,1,Nile
Dry,2010-04-01,2010-04-01,1,Nile
Wet,2010-07-01,2010-10-01,2,Nile
Dry,2011-01-01,2011-04-01,2,Nile
Wet,2011-07-01,2011-10-01,2,Nile
Dry,2012-01-01,2012-04-01,2,Nile
Wet,2012-07-01,2013-01-01,3,Nile
Dry,2013-04-01,2013-04-01,1,Nile
Wet,2013-07-01,2014-10-01,6,Nile
Dry,2015-01-01,2015-01-01,1,Nile
Wet,2015-04-01,2015-04-01,1,Nile
Dry,2015-07-01,2015-10-01,2,Nile
Wet,2016-01-01,2016-07-01,3,Nile
Dry,2016-10-01,2017-01-01,2,Nile
Wet,2017-04-01,2017-10-01,3,Nile
Dry,2018-01-01,2018-01-01,1,Nile
Wet,2018-04-01,2018-04-01,1,Nile
Dry,2018-07-01,2019-01-01,3,Nile
Wet,2019-04-01,2024-01-01,20,Nile
Dry,2024-04-01,2024-04-01,1,Nile
Wet,2024-07-01,2024-10-01,2,Nile
Dry,2002-01-01,2002-10-01,4,Yangtze Basin
Wet,2003-01-01,2003-01-01,1,Yangtze Basin
Dry,2003-04-01,2004-10-01,7,Yangtze Basin
Wet,2005-01-01,2005-01-01,1,Yangtze Basin
Dry,2005-04-01,2005-10-01,3,Yangtze Basin
Wet,2006-01-01,2006-01-01,1,Yangtze Basin
Dry,2006-04-01,2009-04-01,13,Yangtze Basin
Wet,2009-07-01,2009-07-01,1,Yangtze Basin
Dry,2009-10-01,2011-07-01,8,Yangtze Basin
Wet,2011-10-01,2011-10-01,1,Yangtze Basin
Dry,2012-01-01,2012-04-01,2,Yangtze Basin
Wet,2012-07-01,2013-04-01,4,Yangtze Basin
Dry,2013-07-01,2014-01-01,3,Yangtze Basin
Wet,2014-04-01,2015-04-01,5,Yangtze Basin
Dry,2015-07-01,2015-07-01,1,Yangtze Basin
Wet,2015-10-01,2018-07-01,12,Yangtze Basin
Dry,2018-10-01,2018-10-01,1,Yangtze Basin
Wet,2019-01-01,2022-04-01,14,Yangtze Basin
Dry,2022-07-01,2022-07-01,1,Yangtze Basin
Wet,2022-10-01,2022-10-01,1,Yangtze Basin
Dry,2023-01-01,2023-01-01,1,Yangtze Basin
Wet,2023-04-01,2024-10-01,7,Yangtze Basin
