type,start_date,end_date,duration_blocks,basin
Dry,2020-01-01,2020-01-01,1,Congo
Wet,2021-01-01,2023-01-01,3,Congo
Dry,2024-01-01,2025-01-01,2,Congo
Wet,2001-01-01,2001-01-01,1,Danube
Dry,2002-01-01,2003-01-01,2,Danube
Wet,2004-01-01,2006-01-01,3,Danube
Dry,2007-01-01,2008-01-01,2,Danube
Wet,2009-01-01,2013-01-01,5,Danube
Dry,2014-01-01,2015-01-01,2,Danube
Wet,2016-01-01,2017-01-01,2,Danube
Dry,2018-01-01,2025-01-01,8,Danube
Dry,2001-01-01,2002-01-01,2,Ganges / Brahmaputra Basin
Wet,2003-01-01,2005-01-01,3,Ganges / Brahmaputra Basin
Dry,2006-01-01,2006-01-01,1,Ganges / Brahmaputra Basin
Wet,2007-01-01,2007-01-01,1,Ganges / Brahmaputra Basin
Dry,2008-01-01,2010-01-01,3,Ganges / Brahmaputra Basin
Wet,2011-01-01,2011-01-01,1,Ganges / Brahmaputra Basin
Dry,2012-01-01,2012-01-01,1,Ganges / Brahmaputra Basin
Wet,2013-01-01,2013-01-01,1,Ganges / Brahmaputra Basin
Dry,2014-01-01,2014-01-01,1,Ganges / Brahmaputra Basin
Wet,2015-01-01,2015-01-01,1,Ganges / Brahmaputra Basin
Dry,2016-01-01,2018-01-01,3,Ganges / Brahmaputra Basin
Wet,2019-01-01,2020-01-01,2,Ganges / Brahmaputra Basin
Dry,2021-01-01,2023-01-01,3,Ganges / Brahmaputra Basin
Wet,2024-01-01,2024-01-01,1,Ganges / Brahmaputra Basin
Dry,2025-01-01,2025-01-01,1,Ganges / Brahmaputra Basin
Wet,2001-01-01,2001-01-01,1,Mekong Basin
Dry,2002-01-01,2004-01-01,3,Mekong Basin
Wet,2005-01-01,2006-01-01,2,Mekong Basin
Dry,2007-01-01,2010-01-01,4,Mekong Basin
Wet,2011-01-01,2011-01-01,1,Mekong Basin
Dry,2012-01-01,2012-01-01,1,Mekong Basin
Wet,2013-01-01,2013-01-01,1,Mekong Basin
Dry,2014-01-01,2016-01-01,3,Mekong Basin
Wet,2017-01-01,2022-01-01,6,Mekong Basin
Dry,2023-01-01,2023-01-01,1,Mekong Basin
Wet,2024-01-01,2024-01-01,1,Mekong Basin
Dry,2025-01-01,2025-01-01,1,Mekong Basin
Dry,2001-01-01,2002-01-01,2,Mississippi / Missouri
Wet,2003-01-01,2004-01-01,2,Mississippi / Missouri
Dry,2005-01-01,2007-01-01,3,Mississippi / Missouri
Wet,2008-01-01,2009-01-01,2,Mississippi / Missouri
Dry,2010-01-01,2010-01-01,1,Mississippi / Missouri
Wet,2011-01-01,2011-01-01,1,Mississippi / Missouri
Dry,2012-01-01,2012-01-01,1,Mississippi / Missouri
Wet,2013-01-01,2015-01-01,3,Mississippi / Missouri
Dry,2016-01-01,2016-01-01,1,Mississippi / Missouri
Wet,2017-01-01,2020-01-01,4,Mississippi / Missouri
Dry,2021-01-01,2025-01-01,5,Mississippi / Missouri
Dry,2001-01-01,2009-01-01,9,Murray Darling
Wet,2010-01-01,2013-01-01,4,Murray Darling
Dry,2014-01-01,2015-01-01,2,Murray Darling
Wet,2016-01-01,2016-01-01,1,Murray Darling
Dry,2017-01-01,2019-01-01,3,Murray Darling
Wet,2020-01-01,2022-01-01,3,Murray Darling
Dry,2023-01-01,2023-01-01,1,Murray Darling
Wet,2024-01-01,2024-01-01,1,Murray Darling
Dry,2025-01-01,2025-01-01,1,Murray Darling
Dry,2001-01-01,2005-01-01,5,Nile
Wet,2006-01-01,2007-01-01,2,Nile
Dry,2008-01-01,2009-01-01,2,Nile
Wet,2010-01-01,2014-01-01,5,Nile
Dry,2015-01-01,2015-01-01,1,Nile
Wet,2016-01-01,2016-01-01,1,Nile
Dry,2017-01-01,2018-01-01,2,Nile
Wet,2019-01-01,2020-01-01,2,Nile
Dry,2021-01-01,2021-01-01,1,Nile
Wet,2022-01-01,2022-01-01,1,Nile
Dry,2023-01-01,2025-01-01,3,Nile
Dry,2001-01-01,2001-01-01,1,Yangtze Basin
Wet,2002-01-01,2002-01-01,1,Yangtze Basin
Dry,2003-01-01,2009-01-01,7,Yangtze Basin
Wet,2010-01-01,2010-01-01,1,Yangtze Basin
Dry,2011-01-01,2011-01-01,1,Yangtze Basin
Wet,2012-01-01,2012-01-01,1,Yangtze Basin
Dry,2013-01-01,2013-01-01,1,Yangtze Basin
Wet,2014-01-01,2017-01-01,4,Yangtze Basin
Dry,2018-01-01,2018-01-01,1,Yangtze Basin
Wet,2019-01-01,2021-01-01,3,Yangtze Basin
Dry,2022-01-01,2023-01-01,2,Yangtze Basin
Wet,2024-01-01,2024-01-01,1,Yangtze Basin
Dry,2025-01-01,2025-01-01,1,Yangtze Basin
