type,start_date,end_date,duration_blocks,basin
Dry,2002-09-01,2002-09-01,1,Ganges / Brahmaputra Basin
Wet,2003-03-01,2005-09-01,6,Ganges / Brahmaputra Basin
Dry,2006-03-01,2006-09-01,2,Ganges / Brahmaputra Basin
Wet,2007-03-01,2008-03-01,3,Ganges / Brahmaputra Basin
Dry,2008-09-01,2010-03-01,4,Ganges / Brahmaputra Basin
Wet,2010-09-01,2011-03-01,2,Ganges / Brahmaputra Basin
Dry,2011-09-01,2012-03-01,2,Ganges / Brahmaputra Basin
Wet,2012-09-01,2013-09-01,3,Ganges / Brahmaputra Basin
Dry,2014-03-01,2014-09-01,2,Ganges / Brahmaputra Basin
Wet,2015-03-01,2015-03-01,1,Ganges / Brahmaputra Basin
Dry,2015-09-01,2015-09-01,1,Ganges / Brahmaputra Basin
Wet,2016-03-01,2016-03-01,1,Ganges / Brahmaputra Basin
Dry,2016-09-01,2018-09-01,5,Ganges / Brahmaputra Basin
Wet,2019-03-01,2020-09-01,4,Ganges / Brahmaputra Basin
Dry,2021-03-01,2021-03-01,1,Ganges / Brahmaputra Basin
Wet,2021-09-01,2021-09-01,1,Ganges / Brahmaputra Basin
Dry,2022-03-01,2022-03-01,1,Ganges / Brahmaputra Basin
Wet,2022-09-01,2022-09-01,1,Ganges / Brahmaputra Basin
Dry,2023-03-01,2023-09-01,2,Ganges / Brahmaputra Basin
Wet,2024-03-01,2024-09-01,2,Ganges / Brahmaputra Basin
Wet,2001-03-01,2001-03-01,1,Mekong Basin
Dry,2001-09-01,2001-09-01,1,Mekong Basin
Wet,2002-03-01,2002-03-01,1,Mekong Basin
Dry,2002-09-01,2003-09-01,3,Mekong Basin
Wet,2004-03-01,2004-03-01,1,Mekong Basin
Dry,2004-09-01,2004-09-01,1,Mekong Basin
Wet,2005-03-01,2005-03-01,1,Mekong Basin
Dry,2005-09-01,2005-09-01,1,Mekong Basin
Wet,2006-03-01,2006-03-01,1,Mekong Basin
Dry,2006-09-01,2006-09-01,1,Mekong Basin
Wet,2007-03-01,2007-03-01,1,Mekong Basin
Dry,2007-09-01,2009-03-01,4,Mekong Basin
Wet,2009-09-01,2009-09-01,1,Mekong Basin
Dry,2010-03-01,2010-03-01,1,Mekong Basin
Wet,2010-09-01,2011-09-01,3,Mekong Basin
Dry,2012-03-01,2013-03-01,3,Mekong Basin
Wet,2013-09-01,2014-03-01,2,Mekong Basin
Dry,2014-09-01,2016-03-01,4,Mekong Basin
Wet,2016-09-01,2017-03-01,2,Mekong Basin
Dry,2017-09-01,2017-09-01,1,Mekong Basin
Wet,2018-03-01,2018-03-01,1,Mekong Basin
Dry,2018-09-01,2018-09-01,1,Mekong Basin
Wet,2019-03-01,2019-03-01,1,Mekong Basin
Dry,2019-09-01,2020-03-01,2,Mekong Basin
Wet,2020-09-01,2020-09-01,1,Mekong Basin
Dry,2021-03-01,2021-03-01,1,Mekong Basin
Wet,2021-09-01,2022-09-01,3,Mekong Basin
Dry,2023-03-01,2023-03-01,1,Mekong Basin
Wet,2023-09-01,2024-09-01,3,Mekong Basin
Dry,2001-03-01,2002-03-01,3,Mississippi / Missouri
Wet,2002-09-01,2003-09-01,3,Mississippi / Missouri
Dry,2004-03-01,2004-03-01,1,Mississippi / Missouri
Wet,2004-09-01,2004-09-01,1,Mississippi / Missouri
Dry,2005-03-01,2006-03-01,3,Mississippi / Missouri
Wet,2006-09-01,2006-09-01,1,Mississippi / Missouri
Dry,2007-03-01,2007-09-01,2,Mississippi / Missouri
Wet,2008-03-01,2008-03-01,1,Mississippi / Missouri
Dry,2008-09-01,2008-09-01,1,Mississippi / Missouri
Wet,2009-03-01,2010-03-01,3,Mississippi / Missouri
Dry,2010-09-01,2010-09-01,1,Mississippi / Missouri
Wet,2011-03-01,2011-03-01,1,Mississippi / Missouri
Dry,2011-09-01,2012-09-01,3,Mississippi / Missouri
Wet,2013-03-01,2013-03-01,1,Mississippi / Missouri
Dry,2013-09-01,2013-09-01,1,Mississippi / Missouri
Wet,2014-03-01,2014-03-01,1,Mississippi / Missouri
Dry,2014-09-01,2014-09-01,1,Mississippi / Missouri
Wet,2015-03-01,2016-03-01,3,Mississippi / Missouri
Dry,2016-09-01,2016-09-01,1,Mississippi / Missouri
Wet,2017-03-01,2017-09-01,2,Mississippi / Missouri
Dry,2018-03-01,2018-03-01,1,Mississippi / Missouri
Wet,2018-09-01,2020-03-01,4,Mississippi / Missouri
Dry,2020-09-01,2020-09-01,1,Mississippi / Missouri
Wet,2021-03-01,2021-03-01,1,Mississippi / Missouri
Dry,2021-09-01,2024-09-01,7,Mississippi / Missouri
Dry,2001-03-01,2001-03-01,1,Murray Darling
Wet,2001-09-01,2001-09-01,1,Murray Darling
Dry,2002-03-01,2007-03-01,11,Murray Darling
Wet,2007-09-01,2007-09-01,1,Murray Darling
Dry,2008-03-01,2009-09-01,4,Murray Darling
Wet,2010-03-01,2012-03-01,5,Murray Darling
Dry,2012-09-01,2012-09-01,1,Murray Darling
Wet,2013-03-01,2013-03-01,1,Murray Darling
Dry,2013-09-01,2013-09-01,1,Murray Darling
Wet,2014-03-01,2014-03-01,1,Murray Darling
Dry,2014-09-01,2014-09-01,1,Murray Darling
Wet,2015-03-01,2015-03-01,1,Murray Darling
Dry,2015-09-01,2015-09-01,1,Murray Darling
Wet,2016-03-01,2016-09-01,2,Murray Darling
Dry,2017-03-01,2019-09-01,6,Murray Darling
Wet,2020-03-01,2020-03-01,1,Murray Darling
Dry,2020-09-01,2020-09-01,1,Murray Darling
Wet,2021-03-01,2022-09-01,4,Murray Darling
Dry,2023-03-01,2023-09-01,2,Murray Darling
Wet,2024-03-01,2024-03-01,1,Murray Darling
Dry,2024-09-01,2024-09-01,1,Murray Darling
Dry,2001-03-01,2005-09-01,10,Nile
Wet,2006-03-01,2007-03-01,3,Nile
Dry,2007-09-01,2009-09-01,5,Nile
Wet,2010-03-01,2010-09-01,2,Nile
Dry,2011-03-01,2011-03-01,1,Nile
Wet,2011-09-01,2011-09-01,1,Nile
Dry,2012-03-01,2012-03-01,1,Nile
Wet,2012-09-01,2013-03-01,2,Nile
Dry,2013-09-01,2013-09-01,1,Nile
Wet,2014-03-01,2014-09-01,2,Nile
Dry,2015-03-01,2015-03-01,1,Nile
Wet,2015-09-01,2016-03-01,2,Nile
Dry,2016-09-01,2016-09-01,1,Nile
Wet,2017-03-01,2017-03-01,1,Nile
Dry,2017-09-01,2017-09-01,1,Nile
Wet,2018-03-01,2018-03-01,1,Nile
Dry,2018-09-01,2019-03-01,2,Nile
Wet,2019-09-01,2020-09-01,3,Nile
Dry,2021-03-01,2021-03-01,1,Nile
Wet,2021-09-01,2022-03-01,2,Nile
Dry,2022-09-01,2023-03-01,2,Nile
Wet,2023-09-01,2023-09-01,1,Nile
Dry,2024-03-01,2024-09-01,2,Nile
Dry,2001-03-01,2001-09-01,2,Yangtze Basin
Wet,2002-03-01,2002-03-01,1,Yangtze Basin
Dry,2002-09-01,2009-09-01,15,Yangtze Basin
Wet,2010-03-01,2010-03-01,1,Yangtze Basin
Dry,2010-09-01,2011-03-01,2,Yangtze Basin
Wet,2011-09-01,2012-09-01,3,Yangtze Basin
Dry,2013-03-01,2014-03-01,3,Yangtze Basin
Wet,2014-09-01,2014-09-01,1,Yangtze Basin
Dry,2015-03-01,2015-03-01,1,Yangtze Basin
Wet,2015-09-01,2016-03-01,2,Yangtze Basin
Dry,2016-09-01,2016-09-01,1,Yangtze Basin
Wet,2017-03-01,2017-09-01,2,Yangtze Basin
Dry,2018-03-01,2018-03-01,1,Yangtze Basin
Wet,2018-09-01,2021-09-01,7,Yangtze Basin
Dry,2022-03-01,2023-03-01,3,Yangtze Basin
Wet,2023-09-01,2024-03-01,2,Yangtze Basin
Dry,2024-09-01,2024-09-01,1,Yangtze Basin
