system:index,ET_mm,month,year,.geo
36,17.783831175641335,1,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
37,19.28528072226678,2,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
38,35.19159731049345,3,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
39,35.554108865040256,4,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
40,83.17131846170577,5,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
41,103.75945642526467,6,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
42,105.30990785876594,7,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
43,85.34161854674896,8,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
44,54.66843057306148,9,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
45,21.0663289116653,10,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
46,18.05384005218298,11,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
47,13.270579079545975,12,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
48,16.06792088598342,1,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
49,22.941123693341176,2,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
50,37.97142368732879,3,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
51,38.30718783033947,4,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
52,79.13788539171324,5,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
53,102.62738920987611,6,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
54,106.97164077823292,7,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
55,79.35989421896815,8,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
56,55.78400499487629,9,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
57,21.52525916821777,10,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
58,19.352611909244082,11,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
59,15.294376746711173,12,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
60,19.350184635865805,1,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
61,24.980256519503257,2,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
62,32.46019376410437,3,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
63,37.850121236145995,4,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
64,81.70519861970206,5,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
65,101.45452508190392,6,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
66,82.39345219419347,7,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
67,69.56462922332194,8,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
68,48.592468567834835,9,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
69,18.403319753917245,10,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
70,18.128191030247695,11,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
71,12.78414738500689,12,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
72,16.73431467673902,1,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
73,25.663774628411577,2,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
74,34.2381927712789,3,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
75,56.69486821652676,4,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
76,71.25731086597484,5,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
77,107.03529513296421,6,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
78,98.46622557481338,7,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
79,81.68996020264386,8,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
80,40.66192090320086,9,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
81,27.545631708686226,10,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
82,13.95576859278953,11,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
83,14.38329649499213,12,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
84,16.14661043253957,1,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
85,23.14784308909795,2,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
86,35.155551686475725,3,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
87,37.83502822433885,4,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
88,85.00392174890953,5,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
89,96.66235850483585,6,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
90,105.45609614884029,7,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
91,78.98827596500476,8,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
92,47.68801989068852,9,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
93,19.164658884176525,10,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
94,19.980991327950953,11,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
95,13.294523448856618,12,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
96,14.800024459146977,1,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
97,23.183043432495655,2,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
98,36.212169869446605,3,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
99,38.683455319715925,4,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
100,80.35199567061028,5,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
101,108.38527977857365,6,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
102,111.34394022077122,7,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
103,87.9428204050356,8,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
104,49.018180570193614,9,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
105,18.093591276468548,10,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
106,20.288716554054403,11,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
107,13.024294773538516,12,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
108,14.781036946497075,1,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
109,23.12531534808774,2,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
110,35.440788984133256,3,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
111,35.307632158463434,4,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
112,85.18926335896012,5,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
113,104.4025741414805,6,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
114,101.74772216776317,7,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
115,89.0557265496064,8,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
116,51.12940278848241,9,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
117,17.629925682391374,10,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
118,19.446873056367718,11,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
119,15.621270696821718,12,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
120,17.49528429841113,1,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
121,20.354548150845126,2,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
122,31.617372822495085,3,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
123,54.76530689912074,4,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
124,61.85488346723517,5,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
125,115.97881079343124,6,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
126,92.95338923596323,7,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
127,66.85106192467886,8,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
128,44.07009528434308,9,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
129,25.233608058714218,10,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
130,14.43757431280325,11,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
131,13.33294557796395,12,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
132,16.17090212980982,1,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
133,22.832876096388933,2,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
134,35.215835076598765,3,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
135,42.44272728793764,4,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
136,83.62181734284935,5,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
137,105.9222832235944,6,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
138,107.2444699876324,7,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
139,70.9438129697259,8,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
140,43.757778549983016,9,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
141,22.456557865599247,10,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
142,19.29801429130768,11,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
143,14.957261592660712,12,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
144,16.657610230762575,1,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
145,24.443725357662913,2,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
146,33.46299491656925,3,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
147,40.54581734821441,4,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
148,82.10849628897857,5,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
149,100.77311384613367,6,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
150,100.93525310809981,7,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
151,83.99023406921658,8,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
152,51.87765913324683,9,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
153,22.703495850895873,10,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
154,18.656334259597966,11,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
155,13.87574897305634,12,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
156,16.113312616304263,1,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
157,24.350325278403805,2,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
158,34.18955460758625,3,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
159,35.61632195393015,4,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
160,86.36507705199713,5,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
161,106.15182216410835,6,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
162,101.30752180995495,7,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
163,72.55374384645343,8,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
164,48.78096947719384,9,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
165,20.202229854952886,10,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
166,20.422284506259327,11,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
167,14.559032382923373,12,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
168,16.09083863974106,1,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
169,24.038991179819412,2,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
170,35.86597684378068,3,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
171,57.49169738855779,4,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
172,67.10767836936363,5,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
173,107.72618405068073,6,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
174,105.56940845797963,7,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
175,87.12860076483486,8,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
176,51.08395070341902,9,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
177,24.69851129153371,10,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
178,13.64878415660477,11,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
179,15.537722650242412,12,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
180,14.953342807360954,1,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
181,25.877627181654073,2,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
182,35.61912349363196,3,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
183,33.98420846910217,4,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
184,86.83546405030376,5,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
185,112.62326041193833,6,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
186,101.82200936937407,7,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
187,74.8621536917945,8,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
188,44.756587742244804,9,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
189,20.432880572353785,10,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
190,18.295435289933287,11,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
191,14.583852703928573,12,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
192,17.441519356897395,1,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
193,20.812387122717265,2,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
194,37.243659548299824,3,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
195,51.29956456172871,4,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
196,97.47654455048817,5,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
197,98.46352908096614,6,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
198,106.46813247526217,7,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
199,86.5046599885974,8,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
200,49.975997967220614,9,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
201,19.97522796230445,10,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
202,19.333771017683652,11,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
203,13.671484124868003,12,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
204,15.608879672811838,1,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
205,26.369165687080443,2,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
206,32.59322638324394,3,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
207,36.71934148710502,4,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
208,75.54121153985793,5,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
209,122.46049174284593,6,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
210,101.59039644239857,7,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
211,84.53936437712174,8,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
212,46.10208281155515,9,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
213,20.80466920374672,10,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
214,19.21847285173971,11,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
215,15.169043071229254,12,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
216,18.238069405888066,1,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
217,24.45472511106771,2,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
218,30.479523139960474,3,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
219,48.674168374830046,4,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
220,55.440510271763706,5,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
221,101.41122645291682,6,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
222,107.16267789418583,7,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
223,88.46708359480705,8,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
224,55.270443178652876,9,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
225,26.393104768625907,10,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
226,13.921751100272843,11,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
227,12.762806297724545,12,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
228,16.231877874089385,1,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
229,24.639511338498142,2,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
230,33.1277847214623,3,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
231,33.416501250044455,4,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
232,77.68922634850252,5,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
233,113.10716012176464,6,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
234,104.28620006264802,7,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
235,80.54285895218335,8,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
236,50.797574596436014,9,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
237,18.67376911218846,10,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
238,19.5030687184526,11,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
239,13.030103645773227,12,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
240,18.09785060885517,1,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
241,24.447341221448237,2,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
242,28.532231445179654,3,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
243,33.55653689720221,4,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
244,88.30451364032083,5,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
245,110.40313673905673,6,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
246,87.44035617071033,7,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
247,66.21850644401495,8,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
248,46.90179712845133,9,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
249,22.846854871519476,10,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
250,18.62484733523202,11,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
251,13.912213216178477,12,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
252,16.813230076761144,1,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
253,24.458719292556896,2,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
254,33.97130181524973,3,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
255,37.812079677354916,4,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
256,83.09106926829458,5,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
257,101.2302583647432,6,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
258,102.61258998546393,7,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
259,82.33557559201205,8,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
260,55.15213600666917,9,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
261,21.31057843736133,10,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
262,18.842131465122566,11,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
263,15.410626406591955,12,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
264,19.045936393484027,1,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
265,26.770919334783326,2,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
266,36.910609959590836,3,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
267,63.57693235242543,4,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
268,64.60020977929463,5,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
269,101.83976594212895,6,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
270,93.93740548097495,7,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
271,66.21465883690726,8,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
272,42.305741616956105,9,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
273,28.172910319779234,10,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
274,13.219850766492856,11,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
275,14.851175278548812,12,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
