system:index,ET_mm,month,year,.geo
141,22.33653704354772,10,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
142,23.333742229806504,11,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
143,16.954453763077886,12,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
144,20.472963541250177,1,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
145,24.024190087453068,2,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
146,34.8203832215654,3,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
147,29.915693997456344,4,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
148,59.72783557598938,5,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
149,82.40219103428049,6,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
150,89.83455252894089,7,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
151,76.7724722643354,8,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
152,50.08339622975825,9,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
153,21.527908515605205,10,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
154,21.343040001867493,11,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
155,18.208948688184183,12,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
156,21.50698427639674,1,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
157,26.153687155213355,2,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
158,33.64234188114777,3,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
159,31.401409498213972,4,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
160,66.48724347311878,5,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
161,88.28795063203418,6,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
162,95.44793425290811,7,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
163,76.4164023129992,8,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
164,46.58021408222572,9,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
165,19.7978398383674,10,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
166,23.640842284548334,11,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
167,19.221567378200923,12,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
168,21.027049068957584,1,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
169,27.172859292367797,2,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
170,35.34730172874991,3,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
171,49.028716137961,4,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
172,50.58229049569401,5,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
173,85.56815362013812,6,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
174,89.44349690282989,7,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
175,78.76881509076374,8,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
176,53.42223779518315,9,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
177,29.210429945463037,10,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
178,16.170084881374496,11,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
179,18.393771426924133,12,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
180,20.795534708202492,1,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
181,27.34108445112538,2,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
182,36.65368598385926,3,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
183,35.433403797927745,4,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
184,64.81198875528278,5,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
185,78.83679221797695,6,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
186,85.88650459277515,7,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
187,76.77727377435146,8,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
188,50.25853305532685,9,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
189,20.96984206913648,10,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
190,24.04905086285277,11,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
191,18.357026713276916,12,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
192,20.64670047123674,1,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
193,25.677492121372413,2,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
194,34.2044741506592,3,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
195,29.244636078106637,4,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
196,65.44490152126774,5,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
197,86.2770710822315,6,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
198,91.71917059765555,7,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
199,75.31353352151743,8,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
200,52.677333577510595,9,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
201,23.34914761292236,10,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
202,23.145652814296405,11,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
203,18.72422137518785,12,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
204,21.3480546410387,1,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
205,23.238660935076435,2,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
206,36.90953005482244,3,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
207,37.14775133856964,4,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
208,71.29926143166358,5,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
209,84.30060866025944,6,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
210,98.80187748818594,7,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
211,84.23147734938811,8,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
212,54.79984706207913,9,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
213,22.30252368309046,10,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
214,22.722218854217633,11,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
215,18.129029009476525,12,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
216,21.47784746878886,1,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
217,27.684846550702524,2,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
218,40.89684784934573,3,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
219,47.4587328987426,4,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
220,50.6714269910037,5,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
221,83.43828126649578,6,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
222,95.29403156316762,7,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
223,78.53697429038813,8,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
224,46.15840020631277,9,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
225,27.99513054107369,10,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
226,17.447731174338088,11,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
227,19.7357056721285,12,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
228,21.499974391092312,1,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
229,23.311788834520947,2,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
230,34.07473747018348,3,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
231,33.323257181139134,4,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
232,61.84305972490534,5,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
233,82.30848094669128,6,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
234,92.37109920840433,7,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
235,77.82713255528468,8,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
236,48.96834204790412,9,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
237,24.202166535430155,10,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
238,22.70616846336936,11,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
239,19.212153676123467,12,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
240,20.500518211659887,1,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
241,25.57902339011037,2,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
242,34.05346091877444,3,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
243,32.51471700657215,4,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
244,62.92165410474501,5,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
245,79.93263473491446,6,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
246,85.28255204382758,7,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
247,75.98702065871417,8,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
248,48.86932678248258,9,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
249,18.113514679034033,10,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
250,23.197904226738775,11,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
251,17.104673924208527,12,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
252,20.361635450133296,1,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
253,27.778291810897585,2,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
254,34.78227351660808,3,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
255,30.85531516972439,4,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
256,62.86325613575949,5,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
257,85.83402289412876,6,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
258,93.33975365434517,7,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
259,77.91985156966408,8,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
260,47.213724050430244,9,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
261,21.83583792091442,10,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
262,23.009737041517933,11,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
263,19.842620037922536,12,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
264,19.96041392141896,1,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
265,28.25700262863146,2,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
266,34.69834588440439,3,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
267,48.62211635122751,4,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
268,50.327468442174386,5,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
269,83.66409988581604,6,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
270,87.82065080150369,7,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
271,74.52651568198571,8,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
272,44.98580519072265,9,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
273,25.314091718230564,10,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
274,17.645889257103565,11,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
275,20.21749094106699,12,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
