system:index,ET_mm,month,year,.geo
36,22.541266939829086,1,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
37,21.57875506278163,2,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
38,17.471133867808803,3,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
39,10.470168521760762,4,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
40,16.417589859988706,5,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
41,24.065714523858173,6,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
42,25.610888713413644,7,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
43,27.391993826190028,8,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
44,40.90979056740183,9,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
45,32.1460573792292,10,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
46,37.202244482884524,11,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
47,21.296740831326403,12,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
48,19.831318568835382,1,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
49,20.85621060986037,2,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
50,19.578408216200597,3,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
51,14.433015966438555,4,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
52,18.285466709215758,5,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
53,22.40065254178233,6,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
54,22.857088844315978,7,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
55,22.931653868522044,8,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
56,25.27785059523852,9,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
57,13.423863592559973,10,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
58,16.642207910395374,11,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
59,13.52807896025162,12,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
60,17.674150255122637,1,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
61,15.489649794258348,2,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
62,18.65319183796899,3,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
63,11.813858731207999,4,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
64,20.55493822042804,5,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
65,23.96836951121062,6,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
66,22.58866994682355,7,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
67,28.730849410332432,8,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
68,25.925448391448572,9,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
69,16.48083520762992,10,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
70,27.478319020563887,11,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
71,31.648193767352222,12,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
72,36.250150964335276,1,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
73,38.318799637442545,2,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
74,23.551709498455022,3,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
75,18.926158611537186,4,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
76,14.509410230059519,5,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
77,23.932148233148506,6,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
78,22.19018890314266,7,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
79,24.48094182446577,8,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
80,30.745161002673445,9,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
81,27.276344731081643,10,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
82,19.505922251002993,11,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
83,25.035873208090614,12,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
84,21.66004666353175,1,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
85,21.690381756420475,2,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
86,20.127052193449423,3,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
87,15.660021282613227,4,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
88,23.014697033578845,5,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
89,24.829078604103383,6,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
90,25.155084952339507,7,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
91,26.423527588964784,8,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
92,27.27912762188737,9,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
93,19.101088043439212,10,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
94,19.277679744661164,11,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
95,18.592517004673404,12,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
96,28.51428035371768,1,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
97,43.40407023756065,2,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
98,39.84587923259843,3,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
99,23.23417282675319,4,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
100,25.801315930604733,5,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
101,25.2890043059367,6,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
102,27.91561492613223,7,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
103,33.61543469185034,8,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
104,49.16474404441708,9,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
105,42.13725205912372,10,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
106,54.000796421684285,11,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
107,51.127415709019765,12,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
108,50.06886056251269,1,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
109,46.39173802931975,2,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
110,43.207627590658916,3,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
111,23.99061766104956,4,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
112,25.04608969166067,5,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
113,24.20194203656047,6,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
114,23.22383035823825,7,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
115,28.061929214727325,8,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
116,30.65483349277387,9,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
117,27.313633122613876,10,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
118,34.423229875533075,11,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
119,39.000944807797026,12,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
120,38.849773207751674,1,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
121,45.320119969549765,2,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
122,43.244856676155685,3,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
123,29.531114309937763,4,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
124,16.693795217646333,5,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
125,25.431769616325443,6,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
126,26.01348101404736,7,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
127,24.468152299325144,8,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
128,29.267334812736653,9,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
129,26.75144170195811,10,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
130,18.128600753085387,11,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
131,20.750339994977896,12,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
132,20.21572956172775,1,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
133,28.86207951620696,2,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
134,28.858697120770746,3,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
135,15.216736985847893,4,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
136,21.390593726551565,5,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
137,25.78341494045587,6,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
138,26.01271899606017,7,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
139,28.841038895842956,8,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
140,31.619014677487055,9,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
141,19.242743056830488,10,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
142,21.724697751116793,11,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
143,16.25589318747271,12,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
144,15.366102198296815,1,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
145,21.40592976323063,2,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
146,29.699327801250067,3,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
147,24.14738594928616,4,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
148,27.301035347911974,5,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
149,25.008056987108212,6,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
150,23.240360869288796,7,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
151,28.603312207967896,8,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
152,33.548230232334795,9,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
153,19.504781812617203,10,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
154,17.805403692249765,11,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
155,22.48122392282387,12,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
156,32.409176791085166,1,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
157,26.112626169860516,2,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
158,20.37431114914943,3,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
159,17.9009937076956,4,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
160,25.114419462248165,5,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
161,25.755640287499045,6,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
162,26.449798975822382,7,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
163,32.84590837943026,8,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
164,38.23237617221499,9,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
165,22.924033526910623,10,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
166,29.071902503813863,11,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
167,21.205401280466102,12,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
168,28.921458464276853,1,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
169,26.618335709005816,2,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
170,18.47823254036455,3,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
171,17.897117211733732,4,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
172,16.724085792461782,5,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
173,26.454303621766858,6,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
174,32.410377599823946,7,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
175,40.46778372324668,8,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
176,54.42412405598255,9,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
177,51.70100710700172,10,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
178,28.830192122646757,11,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
179,29.4177745070767,12,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
180,27.644493860543086,1,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
181,22.885059778405967,2,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
182,27.377732594167934,3,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
183,20.354370093155453,4,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
184,24.140812602345303,5,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
185,23.38454764759396,6,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
186,21.937164465996368,7,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
187,22.09926562621553,8,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
188,25.666345880753738,9,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
189,25.57792914915649,10,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
190,30.50723712734221,11,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
191,24.938405316251703,12,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
192,20.41529071387266,1,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
193,21.81306410326164,2,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
194,22.54163506603261,3,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
195,12.229043646436333,4,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
196,18.199837820337425,5,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
197,21.295332538003475,6,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
198,17.974682395949806,7,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
199,19.628321824396313,8,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
200,21.347724510409613,9,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
201,20.066349958303874,10,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
202,22.925560647601692,11,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
203,19.743692936179272,12,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
204,14.395220510907324,1,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
205,13.787022174257137,2,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
206,17.64739105342819,3,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
207,14.738177377548638,4,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
208,24.295449667086256,5,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
209,23.768300924084947,6,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
210,24.094773255301053,7,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
211,22.153907631152936,8,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
212,21.668185451162216,9,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
213,13.902874434292205,10,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
214,15.950019530132288,11,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
215,9.611360404302411,12,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
216,14.245796648891382,1,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
217,29.96265009879158,2,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
218,36.41452060408358,3,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
219,30.326296127528046,4,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
220,20.376997716155046,5,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
221,25.489951563854692,6,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
222,27.51033313813911,7,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
223,32.55169646630062,8,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
224,40.539561417118,9,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
225,38.81833225590436,10,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
226,21.557163730268982,11,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
227,27.011803242347263,12,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
228,34.068694064677466,1,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
229,33.225588066894936,2,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
230,37.04510132370256,3,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
231,21.660481265583414,4,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
232,25.139306624851574,5,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
233,26.21691003469889,6,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
234,26.163536653059456,7,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
235,32.69651111140865,8,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
236,37.981863539149806,9,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
237,30.51546840824963,10,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
238,47.72029164416403,11,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
239,39.46628784441292,12,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
240,41.56817499740476,1,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
241,37.75672892189634,2,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
242,33.11911688595787,3,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
243,23.33140119979347,4,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
244,31.733871811505388,5,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
245,27.039091747687134,6,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
246,28.60170003405676,7,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
247,35.508472952735,8,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
248,49.26562679434933,9,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
249,44.71828648597453,10,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
250,54.676738182114626,11,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
251,37.05484104605131,12,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
252,33.228497486866665,1,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
253,27.454296025662146,2,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
254,25.86394508291756,3,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
255,18.920422678757117,4,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
256,21.922239717636028,5,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
257,22.862989722601196,6,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
258,25.068948543775583,7,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
259,27.8185759445571,8,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
260,30.3071325630225,9,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
261,19.44285092072099,10,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
262,27.788301934120785,11,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
263,27.261745270830648,12,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
264,42.21505179420093,1,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
265,37.55630330635122,2,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
266,29.1650610444888,3,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
267,29.09034114055255,4,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
268,21.11959727373945,5,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
269,26.77545220191063,6,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
270,27.50509525615649,7,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
271,38.37779136629119,8,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
272,39.45361738031518,9,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
273,33.3703477867771,10,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
274,25.593786970516025,11,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
275,36.89138341935653,12,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
