type,start_date,end_date,duration_blocks,basin
Wet,2017-12-01,2017-12-01,1,Murray
Dry,2018-01-01,2018-09-01,9,Murray
Wet,2018-10-01,2018-10-01,1,Murray
Dry,2018-11-01,2019-01-01,3,Murray
Wet,2019-02-01,2019-03-01,2,Murray
Dry,2019-04-01,2019-04-01,1,Murray
Wet,2019-05-01,2019-07-01,3,Murray
Dry,2019-08-01,2019-08-01,1,Murray
Wet,2019-09-01,2019-09-01,1,Murray
Dry,2019-10-01,2019-12-01,3,Murray
Wet,2020-01-01,2020-01-01,1,Murray
Dry,2020-02-01,2020-02-01,1,Murray
Wet,2020-03-01,2020-03-01,1,Murray
Dry,2020-04-01,2020-04-01,1,Murray
Wet,2020-05-01,2020-07-01,3,Murray
Dry,2020-08-01,2020-08-01,1,Murray
Wet,2020-09-01,2020-10-01,2,Murray
Dry,2020-11-01,2020-12-01,2,Murray
Wet,2021-01-01,2021-01-01,1,Murray
Dry,2021-02-01,2021-03-01,2,Murray
Wet,2021-04-01,2021-04-01,1,Murray
Dry,2021-05-01,2021-05-01,1,Murray
Wet,2021-06-01,2021-07-01,2,Murray
Dry,2021-08-01,2021-11-01,4,Murray
Wet,2021-12-01,2021-12-01,1,Murray
Dry,2022-01-01,2022-03-01,3,Murray
Wet,2022-04-01,2022-05-01,2,Murray
Dry,2022-06-01,2022-06-01,1,Murray
Wet,2022-07-01,2022-07-01,1,Murray
Dry,2022-08-01,2022-11-01,4,Murray
Wet,2022-12-01,2022-12-01,1,Murray
Dry,2023-01-01,2023-04-01,4,Murray
Wet,2023-05-01,2023-05-01,1,Murray
Dry,2023-06-01,2023-09-01,4,Murray
Wet,2023-10-01,2023-10-01,1,Murray
Dry,2023-11-01,2024-01-01,3,Murray
Wet,2024-02-01,2024-04-01,3,Murray
Dry,2024-05-01,2024-05-01,1,Murray
Wet,2024-06-01,2024-06-01,1,Murray
Dry,2024-07-01,2024-07-01,1,Murray
Wet,2024-08-01,2024-08-01,1,Murray
Dry,2024-09-01,2024-12-01,4,Murray
Wet,2025-01-01,2025-01-01,1,Murray
Dry,2025-02-01,2025-02-01,1,Murray
Wet,2025-03-01,2025-04-01,2,Murray
