type,start_date,end_date,duration_blocks,basin
Wet,2007-01-01,2009-01-01,3,Mississippi / Missouri
Dry,2010-01-01,2010-01-01,1,Mississippi / Missouri
Wet,2011-01-01,2011-01-01,1,Mississippi / Missouri
Dry,2012-01-01,2012-01-01,1,Mississippi / Missouri
Wet,2013-01-01,2013-01-01,1,Mississippi / Missouri
Dry,2014-01-01,2014-01-01,1,Mississippi / Missouri
Wet,2015-01-01,2015-01-01,1,Mississippi / Missouri
Dry,2016-01-01,2017-01-01,2,Mississippi / Missouri
Wet,2018-01-01,2019-01-01,2,Mississippi / Missouri
Dry,2020-01-01,2023-01-01,4,Mississippi / Missouri
Wet,2024-01-01,2025-01-01,2,Mississippi / Missouri
Wet,1998-01-01,2000-01-01,3,Murray
Dry,2001-01-01,2009-01-01,9,Murray
Wet,2010-01-01,2012-01-01,3,Murray
Dry,2013-01-01,2015-01-01,3,Murray
Wet,2016-01-01,2016-01-01,1,Murray
Dry,2017-01-01,2019-01-01,3,Murray
Wet,2020-01-01,2022-01-01,3,Murray
Dry,2023-01-01,2023-01-01,1,Murray
Wet,2024-01-01,2025-01-01,2,Murray
Wet,1998-01-01,1999-01-01,2,Nile
Dry,2000-01-01,2000-01-01,1,Nile
Wet,2001-01-01,2001-01-01,1,Nile
Dry,2002-01-01,2005-01-01,4,Nile
Wet,2006-01-01,2007-01-01,2,Nile
Dry,2008-01-01,2011-01-01,4,Nile
Wet,2012-01-01,2012-01-01,1,Nile
Dry,2013-01-01,2013-01-01,1,Nile
Wet,2014-01-01,2014-01-01,1,Nile
Dry,2015-01-01,2015-01-01,1,Nile
Wet,2016-01-01,2020-01-01,5,Nile
Dry,2021-01-01,2021-01-01,1,Nile
Wet,2022-01-01,2022-01-01,1,Nile
Dry,2023-01-01,2023-01-01,1,Nile
Wet,2024-01-01,2024-01-01,1,Nile
Dry,2025-01-01,2025-01-01,1,Nile
Wet,1998-01-01,1999-01-01,2,Yangtze Basin
Dry,2000-01-01,2001-01-01,2,Yangtze Basin
Wet,2002-01-01,2002-01-01,1,Yangtze Basin
Dry,2003-01-01,2009-01-01,7,Yangtze Basin
Wet,2010-01-01,2010-01-01,1,Yangtze Basin
Dry,2011-01-01,2011-01-01,1,Yangtze Basin
Wet,2012-01-01,2012-01-01,1,Yangtze Basin
Dry,2013-01-01,2013-01-01,1,Yangtze Basin
Wet,2014-01-01,2017-01-01,4,Yangtze Basin
Dry,2018-01-01,2019-01-01,2,Yangtze Basin
Wet,2020-01-01,2021-01-01,2,Yangtze Basin
Dry,2022-01-01,2022-01-01,1,Yangtze Basin
Wet,2023-01-01,2024-01-01,2,Yangtze Basin
Dry,2025-01-01,2025-01-01,1,Yangtze Basin
