type,start_date,end_date,duration_blocks,basin
Dry,2005-04-01,2007-04-01,9,Yangtze Basin
Wet,2007-07-01,2007-07-01,1,Yangtze Basin
Dry,2007-10-01,2008-04-01,3,Yangtze Basin
Wet,2008-07-01,2008-10-01,2,Yangtze Basin
Dry,2009-01-01,2010-01-01,5,Yangtze Basin
Wet,2010-04-01,2010-07-01,2,Yangtze Basin
Dry,2010-10-01,2011-10-01,5,Yangtze Basin
Wet,2012-01-01,2012-01-01,1,Yangtze Basin
Dry,2012-04-01,2012-04-01,1,Yangtze Basin
Wet,2012-07-01,2012-10-01,2,Yangtze Basin
Dry,2013-01-01,2014-04-01,6,Yangtze Basin
Wet,2014-07-01,2014-07-01,1,Yangtze Basin
Dry,2014-10-01,2015-01-01,2,Yangtze Basin
Wet,2015-04-01,2015-04-01,1,Yangtze Basin
Dry,2015-07-01,2015-07-01,1,Yangtze Basin
Wet,2015-10-01,2015-10-01,1,Yangtze Basin
Dry,2016-01-01,2016-01-01,1,Yangtze Basin
Wet,2016-04-01,2016-04-01,1,Yangtze Basin
Dry,2016-07-01,2016-07-01,1,Yangtze Basin
Wet,2016-10-01,2017-07-01,4,Yangtze Basin
Dry,2017-10-01,2018-04-01,3,Yangtze Basin
Wet,2018-07-01,2019-01-01,3,Yangtze Basin
Dry,2019-04-01,2019-07-01,2,Yangtze Basin
Wet,2019-10-01,2021-07-01,8,Yangtze Basin
Dry,2021-10-01,2021-10-01,1,Yangtze Basin
Wet,2022-01-01,2022-04-01,2,Yangtze Basin
Dry,2022-07-01,2023-04-01,4,Yangtze Basin
Wet,2023-07-01,2024-04-01,4,Yangtze Basin
Dry,2024-07-01,2025-04-01,4,Yangtze Basin
