type,start_date,end_date,duration_blocks,basin
Dry,1998-07-01,1998-07-01,1,California
Wet,1999-01-01,1999-07-01,2,California
Dry,2000-01-01,2000-01-01,1,California
Wet,2000-07-01,2000-07-01,1,California
Dry,2001-01-01,2001-01-01,1,California
Wet,2001-07-01,2003-07-01,5,California
Dry,2004-01-01,2004-01-01,1,California
Wet,2004-07-01,2006-01-01,4,California
Dry,2006-07-01,2007-01-01,2,California
Wet,2007-07-01,2007-07-01,1,California
Dry,2008-01-01,2009-07-01,4,California
Wet,2010-01-01,2010-01-01,1,California
Dry,2010-07-01,2011-01-01,2,California
Wet,2011-07-01,2013-07-01,5,California
Dry,2014-01-01,2014-01-01,1,California
Wet,2014-07-01,2015-01-01,2,California
Dry,2015-07-01,2015-07-01,1,California
Wet,2016-01-01,2018-01-01,5,California
Dry,2018-07-01,2021-07-01,7,California
Wet,2022-01-01,2022-01-01,1,California
Dry,2022-07-01,2023-01-01,2,California
Wet,2023-07-01,2023-07-01,1,California
Dry,2024-01-01,2025-01-01,3,California
Wet,1998-01-01,1998-01-01,1,Yangtze Basin
Dry,1998-07-01,1998-07-01,1,Yangtze Basin
Wet,1999-01-01,2000-01-01,3,Yangtze Basin
Dry,2000-07-01,2001-01-01,2,Yangtze Basin
Wet,2001-07-01,2002-01-01,2,Yangtze Basin
Dry,2002-07-01,2002-07-01,1,Yangtze Basin
Wet,2003-01-01,2003-01-01,1,Yangtze Basin
Dry,2003-07-01,2003-07-01,1,Yangtze Basin
Wet,2004-01-01,2005-01-01,3,Yangtze Basin
Dry,2005-07-01,2007-01-01,4,Yangtze Basin
Wet,2007-07-01,2008-07-01,3,Yangtze Basin
Dry,2009-01-01,2009-01-01,1,Yangtze Basin
Wet,2009-07-01,2009-07-01,1,Yangtze Basin
Dry,2010-01-01,2010-01-01,1,Yangtze Basin
Wet,2010-07-01,2015-07-01,11,Yangtze Basin
Dry,2016-01-01,2019-01-01,7,Yangtze Basin
Wet,2019-07-01,2021-01-01,4,Yangtze Basin
Dry,2021-07-01,2021-07-01,1,Yangtze Basin
Wet,2022-01-01,2022-01-01,1,Yangtze Basin
Dry,2022-07-01,2025-01-01,6,Yangtze Basin
Wet,1998-01-01,1999-01-01,3,Mekong Basin
Dry,1999-07-01,1999-07-01,1,Mekong Basin
Wet,2000-01-01,2000-01-01,1,Mekong Basin
Dry,2000-07-01,2008-07-01,17,Mekong Basin
Wet,2009-01-01,2009-01-01,1,Mekong Basin
Dry,2009-07-01,2010-01-01,2,Mekong Basin
Wet,2010-07-01,2010-07-01,1,Mekong Basin
Dry,2011-01-01,2011-01-01,1,Mekong Basin
Wet,2011-07-01,2012-01-01,2,Mekong Basin
Dry,2012-07-01,2012-07-01,1,Mekong Basin
Wet,2013-01-01,2013-01-01,1,Mekong Basin
Dry,2013-07-01,2013-07-01,1,Mekong Basin
Wet,2014-01-01,2015-01-01,3,Mekong Basin
Dry,2015-07-01,2015-07-01,1,Mekong Basin
Wet,2016-01-01,2016-07-01,2,Mekong Basin
Dry,2017-01-01,2020-07-01,8,Mekong Basin
Wet,2021-01-01,2022-07-01,4,Mekong Basin
Dry,2023-01-01,2024-01-01,3,Mekong Basin
Wet,2024-07-01,2025-01-01,2,Mekong Basin
Wet,1998-01-01,1998-01-01,1,Nile
Dry,1998-07-01,1998-07-01,1,Nile
Wet,1999-01-01,1999-01-01,1,Nile
Dry,1999-07-01,1999-07-01,1,Nile
Wet,2000-01-01,2001-07-01,4,Nile
Dry,2002-01-01,2003-07-01,4,Nile
Wet,2004-01-01,2004-07-01,2,Nile
Dry,2005-01-01,2005-07-01,2,Nile
Wet,2006-01-01,2007-07-01,4,Nile
Dry,2008-01-01,2008-01-01,1,Nile
Wet,2008-07-01,2008-07-01,1,Nile
Dry,2009-01-01,2009-01-01,1,Nile
Wet,2009-07-01,2010-01-01,2,Nile
Dry,2010-07-01,2011-01-01,2,Nile
Wet,2011-07-01,2011-07-01,1,Nile
Dry,2012-01-01,2012-01-01,1,Nile
Wet,2012-07-01,2014-07-01,5,Nile
Dry,2015-01-01,2015-01-01,1,Nile
Wet,2015-07-01,2016-01-01,2,Nile
Dry,2016-07-01,2016-07-01,1,Nile
Wet,2017-01-01,2020-01-01,7,Nile
Dry,2020-07-01,2024-07-01,9,Nile
Wet,2025-01-01,2025-01-01,1,Nile
Wet,1998-01-01,1998-01-01,1,Ganges / Bhramaputra Basin
Dry,1998-07-01,1999-01-01,2,Ganges / Bhramaputra Basin
Wet,1999-07-01,1999-07-01,1,Ganges / Bhramaputra Basin
Dry,2000-01-01,2001-01-01,3,Ganges / Bhramaputra Basin
Wet,2001-07-01,2002-07-01,3,Ganges / Bhramaputra Basin
Dry,2003-01-01,2007-07-01,10,Ganges / Bhramaputra Basin
Wet,2008-01-01,2008-01-01,1,Ganges / Bhramaputra Basin
Dry,2008-07-01,2008-07-01,1,Ganges / Bhramaputra Basin
Wet,2009-01-01,2009-01-01,1,Ganges / Bhramaputra Basin
Dry,2009-07-01,2010-01-01,2,Ganges / Bhramaputra Basin
Wet,2010-07-01,2010-07-01,1,Ganges / Bhramaputra Basin
Dry,2011-01-01,2011-01-01,1,Ganges / Bhramaputra Basin
Wet,2011-07-01,2012-01-01,2,Ganges / Bhramaputra Basin
Dry,2012-07-01,2012-07-01,1,Ganges / Bhramaputra Basin
Wet,2013-01-01,2014-01-01,3,Ganges / Bhramaputra Basin
Dry,2014-07-01,2014-07-01,1,Ganges / Bhramaputra Basin
Wet,2015-01-01,2015-01-01,1,Ganges / Bhramaputra Basin
Dry,2015-07-01,2015-07-01,1,Ganges / Bhramaputra Basin
Wet,2016-01-01,2016-07-01,2,Ganges / Bhramaputra Basin
Dry,2017-01-01,2017-01-01,1,Ganges / Bhramaputra Basin
Wet,2017-07-01,2018-01-01,2,Ganges / Bhramaputra Basin
Dry,2018-07-01,2018-07-01,1,Ganges / Bhramaputra Basin
Wet,2019-01-01,2020-07-01,4,Ganges / Bhramaputra Basin
Dry,2021-01-01,2021-01-01,1,Ganges / Bhramaputra Basin
Wet,2021-07-01,2022-01-01,2,Ganges / Bhramaputra Basin
Dry,2022-07-01,2022-07-01,1,Ganges / Bhramaputra Basin
Wet,2023-01-01,2023-01-01,1,Ganges / Bhramaputra Basin
Dry,2023-07-01,2023-07-01,1,Ganges / Bhramaputra Basin
Wet,2024-01-01,2024-01-01,1,Ganges / Bhramaputra Basin
Dry,2024-07-01,2025-01-01,2,Ganges / Bhramaputra Basin
Dry,1998-01-01,1998-01-01,1,Congo
Wet,1998-07-01,1998-07-01,1,Congo
Dry,1999-01-01,1999-01-01,1,Congo
Wet,1999-07-01,1999-07-01,1,Congo
Dry,2000-01-01,2000-01-01,1,Congo
Wet,2000-07-01,2001-01-01,2,Congo
Dry,2001-07-01,2001-07-01,1,Congo
Wet,2002-01-01,2003-01-01,3,Congo
Dry,2003-07-01,2004-07-01,3,Congo
Wet,2005-01-01,2005-01-01,1,Congo
Dry,2005-07-01,2005-07-01,1,Congo
Wet,2006-01-01,2006-01-01,1,Congo
Dry,2006-07-01,2006-07-01,1,Congo
Wet,2007-01-01,2008-01-01,3,Congo
Dry,2008-07-01,2009-07-01,3,Congo
Wet,2010-01-01,2010-07-01,2,Congo
Dry,2011-01-01,2012-01-01,3,Congo
Wet,2012-07-01,2013-07-01,3,Congo
Dry,2014-01-01,2015-07-01,4,Congo
Wet,2016-01-01,2016-01-01,1,Congo
Dry,2016-07-01,2016-07-01,1,Congo
Wet,2017-01-01,2019-07-01,6,Congo
Dry,2020-01-01,2020-07-01,2,Congo
Wet,2021-01-01,2023-01-01,5,Congo
Dry,2023-07-01,2025-01-01,4,Congo
Dry,1998-01-01,1998-01-01,1,Amazon Basin
Wet,1998-07-01,2000-01-01,4,Amazon Basin
Dry,2000-07-01,2001-07-01,3,Amazon Basin
Wet,2002-01-01,2002-01-01,1,Amazon Basin
Dry,2002-07-01,2003-01-01,2,Amazon Basin
Wet,2003-07-01,2006-01-01,6,Amazon Basin
Dry,2006-07-01,2006-07-01,1,Amazon Basin
Wet,2007-01-01,2007-07-01,2,Amazon Basin
Dry,2008-01-01,2008-01-01,1,Amazon Basin
Wet,2008-07-01,2008-07-01,1,Amazon Basin
Dry,2009-01-01,2009-07-01,2,Amazon Basin
Wet,2010-01-01,2012-01-01,5,Amazon Basin
Dry,2012-07-01,2016-01-01,8,Amazon Basin
Wet,2016-07-01,2017-01-01,2,Amazon Basin
Dry,2017-07-01,2020-01-01,6,Amazon Basin
Wet,2020-07-01,2022-07-01,5,Amazon Basin
Dry,2023-01-01,2024-07-01,4,Amazon Basin
Wet,2025-01-01,2025-01-01,1,Amazon Basin
Wet,1998-01-01,1999-01-01,3,Murray
Dry,1999-07-01,1999-07-01,1,Murray
Wet,2000-01-01,2000-01-01,1,Murray
Dry,2000-07-01,2000-07-01,1,Murray
Wet,2001-01-01,2002-01-01,3,Murray
Dry,2002-07-01,2003-01-01,2,Murray
Wet,2003-07-01,2003-07-01,1,Murray
Dry,2004-01-01,2004-07-01,2,Murray
Wet,2005-01-01,2005-01-01,1,Murray
Dry,2005-07-01,2006-01-01,2,Murray
Wet,2006-07-01,2006-07-01,1,Murray
Dry,2007-01-01,2007-01-01,1,Murray
Wet,2007-07-01,2008-07-01,3,Murray
Dry,2009-01-01,2009-01-01,1,Murray
Wet,2009-07-01,2010-07-01,3,Murray
Dry,2011-01-01,2011-07-01,2,Murray
Wet,2012-01-01,2012-07-01,2,Murray
Dry,2013-01-01,2014-01-01,3,Murray
Wet,2014-07-01,2014-07-01,1,Murray
Dry,2015-01-01,2016-01-01,3,Murray
Wet,2016-07-01,2017-01-01,2,Murray
Dry,2017-07-01,2018-07-01,3,Murray
Wet,2019-01-01,2019-01-01,1,Murray
Dry,2019-07-01,2019-07-01,1,Murray
Wet,2020-01-01,2021-07-01,4,Murray
Dry,2022-01-01,2024-01-01,5,Murray
Wet,2024-07-01,2025-01-01,2,Murray
